ID,q1,q4,q5,q6,qi6,q7,qi7,q8,qi8,q9,qi9,q10,qi10,q11,q12,qi12,q13,qi13,q14,qi14,q15,qi15,q16,qi16,q17,q18,qi18,q19,qi19,q20,qi20,q21,qi21,q22,qi22,q23,qi23,q24,qi24,q25,q26,qi26,q27,qi27,q28,qi28,q29,qi29,q30,qi30,q31,q32,qi32,q33,qi33,q34,qi34,q35,qi35,q36,qi36,q37,qi37,q38,q39,q40,q41,qi41,q42,q43,q44,q45,qi45,q46,qi46,q47,qi47,q48,qi48,q49,q50,qi50,q51,qi51,q52,qi52,q53,qi53,q54,qi54,q55,qi55,q56,qi56,q57,q58,qi58,q59,qi59,q60,qi60,q61,qi61,q62,qi62,q63,qi63,q64,qi64,q65,q66,qi66,q67,q68,q70,q71,q72,q73,q74,q75,q76,q77,q78,q79,q80,q81,var1,var3,var4,var6,var9,var11,customerSeniority,country
159,5,5,5,5,3,3,3,5,3,5,3,0,,5,4,3,3,3,3,3,3,3,3,3,3,5,3,5,3,5,3,4,3,3,3,4,3,5,,5,0,,0,,0,,0,,0,,,5,3,4,3,0,,5,3,4,3,0,,4,1,1,4,3,4,4,1,,,5,,,,,,4,4,3,4,3,3,3,0,,0,,4,2,4,2,4,5,3,5,3,0,,3,3,0,,4,3,5,3,4,,,,12,,,,,,,,,,,,,2,3,1,5,2,1,5,Germany
160,5,5,5,5,3,5,3,5,3,4,2,,,3,5,3,5,3,5,3,5,3,5,3,5,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,5,3,5,3,5,3,5,3,5,3,5,5,3,5,3,0,,5,3,5,3,5,3,5,1,2,5,3,5,5,2,,,,,,,,,,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,,,,,5,5,5,,,,,,,,,,2,6,,5,,1,5,Israel
161,5,5,5,4,3,3,3,3,3,4,3,0,,4,4,3,4,3,3,3,3,3,3,3,3,4,3,5,3,5,3,2,3,2,3,3,3,5,3,4,0,,0,,0,,0,,0,,,4,3,4,3,5,3,5,3,3,3,0,,4,1,1,3,3,4,4,1,,,5,,,,3,3,4,4,1,3,3,3,3,2,3,3,3,2,3,3,3,3,5,3,4,3,4,3,4,3,0,1,3,,4,,3,,,,12,,,,,,,,,,,,,2,3,2,5,2,1,5,Germany
162,4,5,4,4,3,4,3,3,3,4,3,0,,4,3,3,4,1,4,2,3,2,3,2,3,5,3,5,3,4,3,2,3,1,3,3,3,5,2,4,0,,0,,0,,0,,0,,,3,3,3,3,0,,4,3,4,3,0,,4,1,1,3,3,4,3,1,,,5,3,,,3,2,3,4,1,3,3,4,3,0,,3,3,4,2,3,2,3,4,3,4,3,0,,3,3,0,,4,3,5,3,4,,,,12,,,,,,,,,,,,,2,3,1,5,1,1,5,Germany
163,3,4,4,3,3,4,3,4,3,0,,0,,3,4,2,1,3,1,3,2,3,1,3,2,5,3,5,3,4,3,4,3,2,3,4,3,5,3,5,3,2,3,2,4,,4,3,4,3,3,3,3,4,2,0,1,4,3,4,,3,3,3,2,,,,,3,1,4,3,4,3,3,2,,,3,4,3,,,4,3,0,3,0,2,5,3,5,3,4,4,3,2,3,4,3,3,3,0,2,1,3,4,3,3,,,,1,4,3,2,2,2,2,2,2,2,2,2,2,2,4,1,2,3,1,2,Italy
164,5,4,4,4,3,3,3,4,3,4,3,0,,4,1,3,2,3,1,3,1,3,1,3,1,5,3,5,3,5,2,3,3,1,3,4,3,5,2,5,0,,0,,0,,0,,0,,,3,3,3,3,3,2,4,3,0,,1,3,2,1,1,3,3,3,3,1,3,3,5,3,,,1,,3,3,3,1,3,1,3,2,3,2,3,3,3,3,3,2,4,3,3,3,0,,2,3,0,,2,3,5,3,3,,,,12,,,,,,,,,,,,,2,3,1,5,1,3,5,Germany
165,4,4,5,4,2,5,3,3,3,3,3,0,,3,4,3,5,1,3,1,4,2,4,,4,3,3,5,3,4,3,2,3,1,3,1,3,5,2,4,5,3,4,3,5,3,5,3,4,3,4,2,3,2,2,0,,5,3,4,1,4,1,3,1,2,4,2,3,1,1,2,2,5,2,2,2,1,2,2,3,1,5,3,5,3,0,,0,,0,,1,3,3,4,2,3,2,5,2,4,2,1,3,2,3,2,2,3,,,,2,4,4,2,3,3,3,2,2,4,2,2,,2,3,4,5,2,1,5,Germany
166,3,3,2,3,3,1,2,5,2,4,3,2,3,2,2,3,4,2,2,2,3,3,4,2,3,2,3,2,3,3,2,3,3,1,3,2,3,4,2,2,5,3,4,3,5,3,0,,0,,4,0,,0,,0,,4,3,4,3,,,4,2,,,,,4,2,,,,,,,,,,2,3,2,3,4,3,1,3,2,3,4,2,2,2,2,3,3,3,3,4,3,4,3,2,2,4,3,4,3,4,4,3,3,7,3,4,3,3,5,5,4,4,5,3,4,5,2,1,,1,1,2,1,Benelux
167,4,2,2,3,2,2,2,3,3,4,3,0,,4,4,,3,,3,,4,,2,,2,4,,5,,4,,4,,2,,3,,5,,4,4,3,2,3,4,2,0,,4,3,3,5,3,0,,4,3,4,2,2,1,0,1,3,2,,,,,,1,4,,,,1,,2,,3,5,2,5,2,5,2,5,2,5,2,4,2,5,2,3,2,,1,,1,,1,,0,,0,,1,,1,,,,12,,,,,,,,,,,,,2,2,1,2,,2,2,France
168,1,1,1,2,2,4,3,4,3,2,3,,,3,1,,1,,2,,,,,,1,4,3,4,3,4,3,5,3,4,3,4,3,5,3,4,4,3,4,3,3,3,4,3,3,3,3,4,3,3,3,4,3,5,3,3,3,3,3,4,,,,,,,1,,,,,,,,,,5,3,5,3,5,2,,,,,4,2,3,3,4,4,3,3,3,4,3,2,3,1,3,2,3,,3,,,,,,,,,,,,,,,,,,2,2,2,,3,5,,France
169,3,4,3,2,3,1,3,3,3,2,2,,,3,4,3,4,1,4,3,4,2,4,2,4,4,3,4,3,4,2,4,3,3,2,4,3,4,2,4,4,2,4,2,4,2,4,2,4,2,4,2,2,3,2,,1,4,3,3,3,4,3,3,2,,,,,2,1,4,2,4,3,4,2,3,2,4,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,3,2,3,3,4,2,4,3,3,2,2,3,3,3,3,,,,,,,,,,,,,,,,,2,4,2,4,2,1,4,Italy
170,4,3,3,3,3,,,4,3,2,3,,,3,5,3,5,3,5,3,5,3,5,3,5,5,3,4,3,4,3,5,3,5,1,3,3,5,3,4,0,,0,,0,,0,,0,,,3,3,5,3,0,,5,3,0,3,3,3,3,2,,,,,,2,,,,,,,,,,4,2,5,3,5,3,5,3,5,3,5,3,5,3,5,0,,4,3,5,3,3,3,3,3,0,,4,3,4,,,,12,,,,,,,,,,,,,2,6,,2,1,1,2,Israel
171,3,3,3,4,3,3,3,3,3,2,3,,,3,4,3,4,3,4,3,5,3,5,3,4,4,3,5,3,5,3,5,3,4,3,4,3,5,3,4,5,3,5,3,4,3,4,3,4,3,4,3,3,4,3,0,,4,3,4,3,0,,4,2,,,,,,1,4,2,4,3,5,3,,,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,3,3,3,4,3,4,3,0,,2,3,3,3,3,,,,1,3,3,3,3,2,4,3,2,3,3,3,3,2,6,,2,2,1,2,Israel
172,4,4,4,4,3,0,,3,3,3,3,0,,3,5,3,4,2,5,2,4,1,4,3,4,4,3,4,3,0,,5,3,4,3,4,3,4,3,4,0,,0,,4,3,0,,0,,4,3,3,0,,0,,5,3,4,3,0,,4,1,1,4,3,3,,1,4,2,5,3,4,3,,,4,5,3,5,3,5,3,0,,5,3,4,2,5,2,,5,3,3,3,0,,3,3,0,,2,3,2,3,2,,,,11,,,,,,,,,,,,,2,4,2,5,2,1,5,Italy
173,2,2,2,3,3,3,3,2,3,1,3,3,3,2,1,3,3,2,3,2,4,3,3,3,3,1,3,3,3,2,3,1,3,2,3,1,3,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,1,3,1,3,1,3,1,3,0,3,1,2,,,,,,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,1,4,3,2,3,4,3,2,3,1,1,2,3,4,3,2,,,,1,5,5,5,5,5,5,5,4,4,5,5,5,2,5,4,3,1,2,3,UK
174,4,4,4,4,3,4,3,3,3,4,2,,,4,4,2,5,3,4,3,5,3,4,2,5,5,3,4,3,5,3,5,3,5,3,5,3,5,3,5,,,,,,,,,,,,3,2,4,2,,,5,3,3,3,,,4,2,,,,,4,1,5,2,5,3,5,2,,,5,5,3,5,3,4,3,,,4,3,5,3,4,2,4,5,3,4,3,5,3,4,3,3,2,3,3,5,3,3,,,,,,,,,,,,,,,,,2,2,1,2,2,1,2,France
175,4,5,5,5,3,5,3,4,3,,,,,4,5,3,5,3,5,3,5,3,5,3,5,5,3,5,3,5,3,4,3,5,3,5,3,5,3,5,0,,0,,0,,0,,0,,,4,3,3,3,4,3,4,3,3,3,3,3,4,2,,,,,4,1,4,3,4,3,4,3,3,3,4,5,2,5,3,5,3,0,,5,3,5,3,5,3,4,5,3,4,3,4,3,4,3,2,3,3,3,5,3,4,,,,11,,,,,,,,,,,,,2,2,1,2,,1,2,France
176,5,5,5,5,3,5,3,5,3,5,3,,,5,3,3,2,3,2,3,5,3,5,3,2,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,5,3,5,3,5,3,5,3,,,5,0,3,0,3,0,,0,,0,,0,,4,2,,,,,,2,,,,,,,,,,1,3,5,3,5,3,5,3,3,3,5,3,5,3,,5,3,5,3,5,3,5,3,0,,5,3,5,3,5,,,,6,5,5,5,5,5,5,5,,5,3,3,5,2,6,,5,1,3,5,Israel
177,3,3,3,3,3,5,3,3,3,,,0,,3,2,3,5,1,5,3,4,3,4,3,4,5,3,5,3,3,3,5,3,2,3,3,3,5,2,4,0,,0,,0,,0,,0,,,,,4,3,0,,5,3,4,3,4,3,4,2,,,,,4,1,,,,,,,,,,5,2,2,3,2,3,2,3,1,3,2,2,1,3,2,5,3,3,3,5,3,2,3,0,,0,,2,3,3,,,,4,4,5,,5,4,5,5,5,4,4,4,5,2,3,1,3,3,1,3,Germany
178,2,1,2,2,3,1,3,2,3,3,3,0,3,1,0,3,1,3,2,3,3,3,1,3,1,5,3,5,3,5,3,5,3,1,3,5,3,5,3,5,5,3,5,3,5,3,5,3,5,3,5,4,3,2,3,1,1,5,3,3,3,0,3,3,2,,,,,1,1,4,3,5,3,4,3,1,3,4,0,,0,,0,,0,,0,,0,,0,,,5,3,1,3,4,3,1,3,1,3,4,3,1,3,2,,,,1,3,3,4,5,1,1,1,4,3,4,4,4,2,4,1,5,3,3,5,Italy
179,4,4,4,4,3,4,3,4,3,4,3,5,3,4,4,3,4,3,4,3,4,3,4,3,4,5,3,5,3,5,2,2,3,2,3,4,3,5,2,4,4,3,4,3,3,3,5,3,0,,4,4,3,4,3,0,,5,3,2,3,5,,4,1,1,4,3,4,4,1,4,3,5,3,,,2,3,4,5,1,3,3,3,3,4,3,3,3,4,1,4,3,3,4,3,5,3,5,3,4,3,0,,3,3,5,3,4,4,3,5,12,,,,,,,,,,,,,2,3,2,1,2,3,1,Germany
180,5,4,5,4,3,0,,3,3,5,3,0,,4,2,3,3,3,2,3,3,3,2,3,2,5,3,5,3,4,3,3,3,3,3,4,3,5,2,4,0,,0,,0,,0,,0,,,3,3,3,3,0,,3,3,3,3,2,3,3,1,1,3,3,3,3,,3,3,5,3,,,3,3,3,4,1,2,3,2,3,3,3,2,3,3,2,3,2,2,5,3,3,3,0,,3,3,0,,3,3,4,3,3,,,,12,,,,,,,,,,,,,2,3,1,5,2,3,5,Germany
181,3,4,4,2,3,2,3,2,3,3,3,0,,2,3,3,2,3,2,3,1,3,1,3,2,4,3,4,3,4,3,3,3,2,3,4,3,5,3,4,0,,0,,0,,0,,0,,,2,3,1,3,0,,4,3,2,3,3,3,2,1,1,3,3,3,3,1,2,3,4,3,,,3,3,3,4,3,2,3,2,3,2,3,2,3,3,3,3,3,2,4,3,2,3,4,3,2,3,0,,2,3,1,3,2,,,,12,,,,,,,,,,,,,2,3,4,4,3,2,4,Germany
182,4,5,5,4,3,3,3,4,3,4,3,0,,4,3,3,2,3,4,3,2,3,2,3,3,4,3,4,3,4,3,3,3,2,3,4,3,5,3,4,4,3,4,3,3,3,5,3,4,3,4,3,3,3,3,0,,4,3,2,3,0,,3,1,1,3,,3,3,1,,,5,,,,2,3,3,4,3,3,3,3,,0,,3,3,3,2,3,2,3,4,3,2,3,4,3,2,3,0,,3,3,5,3,3,,,,4,4,4,2,5,4,4,3,4,4,3,2,4,2,3,1,2,3,3,2,Germany
183,5,5,5,4,3,4,3,3,3,4,3,0,,4,4,3,5,3,5,3,4,3,4,3,5,5,3,5,3,5,3,4,3,3,3,4,3,5,3,5,0,,0,,0,,0,,0,,,4,3,3,3,0,,5,3,3,3,0,,4,1,1,4,3,3,3,1,3,3,4,3,,,3,3,3,4,1,3,3,3,3,3,3,3,3,3,1,4,2,3,4,3,4,3,4,3,3,3,0,,4,3,5,3,4,,,,12,,,,,,,,,,,,,2,3,1,5,1,1,5,Germany
184,4,4,4,4,3,3,3,4,3,4,3,0,,4,4,3,3,3,4,3,3,3,3,3,3,5,3,5,3,4,3,3,3,3,3,4,3,5,3,4,0,,0,,0,,0,,0,,,4,3,4,3,0,,4,3,2,3,0,,4,1,1,4,3,4,4,1,5,2,5,2,5,2,3,2,4,4,1,3,3,3,3,3,3,3,3,4,1,4,2,3,4,3,2,3,4,3,2,3,0,,3,3,5,3,3,,,,12,,,,,,,,,,,,,2,3,2,2,2,1,2,Germany
185,3,4,4,4,2,4,2,5,3,4,2,4,2,4,4,3,4,2,4,3,4,3,3,2,4,4,3,4,3,4,3,2,3,3,2,4,3,4,3,4,0,,0,,0,,0,,0,,,3,3,3,2,0,,4,3,2,3,2,3,3,2,,,,,3,2,,,,,,,,,,4,2,4,3,4,3,0,,0,,4,3,4,2,4,4,3,3,3,5,3,0,,0,,0,,4,3,3,,,,6,4,4,3,3,4,4,4,4,4,5,4,4,2,3,1,2,2,1,2,Germany
186,4,5,5,4,3,5,3,4,3,4,3,0,,,4,3,5,3,4,3,4,3,4,3,4,5,3,5,3,5,3,4,3,3,3,4,3,5,3,4,0,,0,,0,,0,,0,,,4,3,4,3,4,3,4,3,4,3,4,3,4,1,,4,3,4,4,1,4,2,5,3,4,2,3,2,4,4,3,4,3,3,3,0,,3,3,4,2,4,2,4,4,3,4,3,4,3,4,3,0,,4,3,4,3,4,,,,12,,,,,,,,,,,,,2,3,1,2,2,1,2,Germany
187,3,3,2,4,3,4,3,4,3,4,3,,,3,2,3,1,3,2,2,2,2,1,3,1,5,3,5,3,5,3,5,,1,3,5,3,5,3,5,5,3,5,3,5,3,0,,5,3,5,3,3,3,3,0,,3,3,2,3,2,3,3,1,2,3,3,3,,1,4,3,4,3,5,3,,,4,4,3,4,3,4,3,3,3,2,3,5,3,4,3,4,2,3,1,3,3,3,1,3,1,3,3,3,1,3,1,,,,1,2,1,2,4,1,2,1,2,3,3,2,1,2,4,1,3,3,2,3,Italy
188,5,5,5,4,3,4,3,4,3,5,3,0,,4,4,3,4,3,4,3,4,3,4,3,4,5,3,5,3,5,3,4,3,2,3,4,3,5,3,5,5,3,4,3,5,3,5,3,5,3,5,4,3,4,3,0,,4,3,3,3,0,,4,1,1,4,3,4,4,1,4,3,5,3,3,3,3,3,4,5,3,4,3,4,3,0,,4,3,4,3,4,3,4,4,3,3,3,4,3,4,3,0,,4,3,4,3,4,,,,12,,,,,,,,,,,,,2,3,3,5,1,3,5,Germany
189,4,4,4,,,4,1,3,3,3,3,,,3,2,3,2,3,4,3,4,3,4,2,3,5,3,5,3,4,3,5,3,5,3,4,3,5,3,5,,,,,,,,,,,,3,2,4,2,2,1,4,3,3,2,3,2,4,2,,,,,4,1,3,2,5,3,3,2,3,2,4,4,3,4,3,5,3,4,3,3,3,5,3,4,3,4,4,3,4,3,4,3,3,3,3,3,3,2,4,3,4,,,,3,4,3,2,,,,,,,,,,2,3,2,5,2,1,5,Germany
190,4,5,5,4,3,4,3,4,3,4,3,0,,4,4,3,4,3,4,3,3,3,3,3,4,5,3,5,3,5,3,3,3,1,3,4,3,5,2,4,4,3,5,3,4,3,5,3,0,,4,4,3,4,3,0,,5,3,4,3,0,,4,1,1,4,3,4,4,1,3,3,5,3,,,3,3,3,4,1,4,3,4,3,0,,4,2,3,1,3,2,4,4,3,3,3,4,3,4,3,0,,4,3,5,3,4,,,,12,,,,,,,,,,,,,2,3,3,2,1,1,2,Germany
191,4,4,4,4,3,5,3,4,3,4,3,0,,4,3,3,4,2,0,,4,3,3,3,3,5,3,5,3,5,3,4,3,3,3,4,3,5,3,4,0,,0,,4,3,0,,0,,4,4,3,4,3,0,,4,3,2,3,2,3,3,1,2,3,3,3,,1,2,3,5,3,3,2,1,2,3,4,2,5,3,5,3,4,3,4,3,4,3,3,3,4,4,3,3,3,3,3,4,3,5,3,3,3,3,3,3,,,,10,5,5,4,5,4,5,3,5,4,5,3,,2,3,1,5,3,2,5,Germany
192,4,4,5,5,2,3,3,5,2,4,3,5,3,4,5,3,5,3,5,3,5,3,5,3,5,4,3,5,3,5,3,5,3,4,3,4,3,5,3,5,0,,0,,0,,0,,0,,,4,3,4,3,3,3,4,3,4,3,4,3,5,2,,,,,,2,,,,,,,,,,1,3,4,3,4,3,3,3,4,3,0,,0,,4,5,3,4,3,5,3,0,,0,,3,3,4,3,4,,,,10,4,4,,5,5,5,5,5,5,4,3,4,2,6,,2,3,1,2,Israel
193,4,3,3,3,3,5,3,2,3,5,3,,,,5,3,5,3,5,3,5,3,5,3,4,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,5,3,5,3,5,3,5,3,,,4,1,3,,,,,5,3,5,3,,,4,2,,,,,,2,,,,,,,,,,,,,,,,,,0,,,,5,3,3,,,,,,,,,,,1,3,5,3,1,,,,12,,,,,,,,,,,,,2,6,,5,2,5,5,Israel
194,5,4,4,3,3,5,2,5,3,5,2,,,3,4,3,4,2,5,2,5,3,3,3,4,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,5,3,5,3,5,3,5,3,5,3,5,4,2,5,2,3,2,5,3,3,2,3,2,4,2,,,,,3,,,,,,,,,,,5,2,5,1,5,1,5,1,4,1,4,2,4,1,3,5,3,2,3,4,3,3,3,5,2,3,3,2,3,3,,,,11,,,,,,,,,,,,,2,4,1,2,3,6,2,Italy
195,4,4,4,4,3,5,3,4,3,4,2,,,4,5,3,5,3,5,3,4,3,5,3,5,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,0,,0,,0,,0,,0,,,3,2,3,2,0,,4,3,3,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,2,4,,5,2,1,5,Italy
196,4,4,5,4,3,4,3,4,3,4,3,0,,4,4,3,4,2,4,2,4,3,4,2,4,5,3,5,3,5,3,4,3,3,3,4,3,5,3,5,5,3,5,3,4,3,5,3,5,3,4,4,3,4,3,0,,4,3,3,3,0,,4,1,1,4,3,4,4,1,3,3,5,3,3,3,3,3,3,4,3,3,3,3,3,0,,4,3,3,2,3,2,3,4,3,4,3,4,3,4,3,0,,4,3,5,3,4,,,,12,,,,,,,,,,,,,2,3,1,2,2,4,2,Germany
197,4,5,5,5,3,4,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,5,3,5,3,4,3,4,3,3,3,4,3,5,3,4,5,3,4,3,5,3,5,3,0,,4,1,3,1,3,0,,5,3,3,3,0,,2,1,1,4,2,4,4,1,3,2,5,3,,,2,2,3,5,1,4,3,3,3,0,,3,3,4,1,4,2,3,5,3,3,3,5,3,3,3,0,,4,3,5,3,4,5,3,5,12,,,,,,,,,,,,,2,3,1,1,3,2,1,Germany
198,5,5,5,5,3,4,3,4,3,5,3,0,,,4,3,3,3,3,3,3,3,3,3,3,5,3,5,3,5,3,4,3,3,3,5,3,5,3,5,0,,0,,0,,0,,0,,,4,3,4,3,5,3,4,3,4,3,0,,,1,1,4,3,4,,1,3,3,5,3,,,2,2,3,5,1,4,3,4,3,0,,4,3,4,3,4,3,4,0,,4,,0,,3,3,0,,4,3,5,3,4,,,,12,,,,,,,,,,,,,2,3,1,5,1,1,5,Germany
1,4,4,4,3,3,0,,3,3,4,3,0,,3,0,,0,,0,,0,,0,,,4,3,5,3,4,3,3,3,3,3,4,3,5,3,4,0,,0,,0,,0,,0,,,4,3,4,3,0,,5,,4,3,0,,4,2,,,,,3,1,4,3,5,3,,,3,2,4,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,0,,0,,0,,0,,0,,0,,0,,,,,,12,,,,,,,,,,,,,2,3,1,5,,5,5,Germany
200,4,3,3,3,3,4,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,5,3,5,3,5,3,5,3,1,3,5,3,5,3,5,5,3,5,3,5,3,5,3,5,3,5,3,3,3,3,0,,5,3,3,3,0,,3,1,1,3,,2,2,1,5,2,5,3,5,2,5,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,5,3,0,,2,3,3,3,3,1,3,1,5,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,1,2,1,1,Italy
201,1,2,3,2,3,2,3,3,3,1,3,,,2,4,3,4,3,3,3,4,3,4,2,4,3,3,5,3,5,3,4,3,1,3,3,3,5,3,4,3,2,3,2,3,2,3,2,3,2,3,3,3,3,2,3,2,5,3,3,2,3,2,3,1,1,3,3,1,1,1,3,2,4,3,3,1,3,1,4,4,3,2,3,2,3,3,3,1,3,4,2,2,3,2,5,3,4,3,5,3,3,3,3,1,3,3,4,3,4,,,,10,5,5,5,4,4,5,4,3,4,5,4,5,2,3,3,2,3,3,2,Germany
202,3,4,5,2,3,4,3,3,3,2,3,4,3,3,5,3,4,2,4,3,4,2,4,2,4,2,3,2,3,3,3,4,3,1,3,1,3,5,3,2,2,3,2,3,4,3,4,3,0,3,,3,3,3,1,2,2,2,3,3,1,3,1,3,2,,,,,3,1,4,2,5,3,4,1,2,1,4,4,2,5,3,4,2,4,2,1,3,5,2,4,3,3,4,3,4,3,4,3,5,3,3,1,3,1,4,3,4,,,,10,,,,,,,,,,,,,2,3,4,3,2,3,3,Germany
203,4,4,4,4,2,4,1,4,3,3,3,0,,4,4,2,4,2,4,2,4,2,4,2,4,4,3,5,3,4,2,4,3,4,2,4,2,5,2,4,0,,0,,0,,0,,0,,,4,2,4,2,0,,4,3,4,1,4,1,4,1,2,3,3,3,3,1,3,2,3,2,3,2,3,2,3,4,2,5,3,5,3,4,3,4,3,4,3,4,3,4,4,3,3,2,3,2,3,2,3,2,3,3,3,3,3,,,,12,,,,,,,,,,,,,2,3,4,5,2,5,5,Germany
204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,4,5,,3,5,Germany
205,3,2,2,2,3,0,,2,3,2,3,3,3,2,1,3,2,3,1,3,1,3,2,3,1,4,3,3,3,4,3,4,3,1,3,3,3,5,3,4,2,3,3,3,1,3,1,3,0,,1,2,3,3,3,0,,5,3,2,3,0,,2,2,,,,,4,1,2,3,5,3,4,3,3,3,3,5,1,5,3,5,3,0,,4,3,4,3,4,3,4,2,3,1,3,1,3,3,3,4,3,2,3,1,3,2,2,3,5,6,5,4,2,5,4,5,4,4,4,3,3,4,2,3,1,1,3,1,1,Germany
206,4,5,5,4,3,3,3,3,3,4,3,0,,4,4,3,3,2,3,2,3,2,3,2,3,5,3,5,3,4,3,3,3,3,3,4,3,5,3,4,0,,0,,0,,0,,0,,,3,3,3,3,0,,5,3,3,3,0,,3,2,,,,,3,1,4,3,5,3,3,3,3,3,3,4,1,4,3,4,2,3,3,4,3,4,1,4,2,4,4,3,3,3,4,3,3,3,,3,3,3,5,3,3,,,,4,4,4,2,4,4,4,4,4,4,3,3,4,2,3,1,5,2,1,5,Germany
207,4,5,5,4,3,4,3,4,3,4,3,0,,4,2,3,2,3,2,3,1,3,1,3,2,4,3,4,3,4,3,3,3,2,3,4,3,5,3,4,0,,0,,0,,0,,0,,,4,3,3,3,5,3,5,3,3,3,4,3,4,1,1,4,3,4,4,1,4,3,5,3,4,3,3,3,4,4,1,3,3,3,3,1,3,3,2,3,1,3,2,3,4,3,3,3,4,3,3,3,0,,4,3,5,3,4,,,,12,,,,,,,,,,,,,2,3,3,5,1,1,5,Germany
208,5,5,5,5,2,5,3,5,3,4,3,4,3,4,2,3,5,3,3,3,3,3,4,3,3,5,3,5,3,5,3,5,3,3,3,4,3,5,3,4,5,3,5,3,5,3,0,,0,,5,5,3,5,3,5,3,5,3,0,,3,3,4,1,2,4,3,4,,1,5,3,5,3,5,3,2,,4,5,3,1,3,5,3,0,,4,3,5,3,5,3,4,5,3,3,3,5,3,5,3,0,,2,3,5,3,3,5,3,4,12,,,,,,,,,,,,,2,3,,1,3,1,1,Germany
209,4,5,5,4,3,4,3,4,3,4,3,0,,4,4,3,4,3,4,3,4,3,4,3,4,4,3,5,3,4,3,4,3,3,3,4,3,5,3,4,0,,0,,0,,0,,0,,,4,3,4,3,3,3,5,3,4,3,0,,4,1,1,4,3,4,4,1,4,3,5,3,,,3,3,4,4,2,4,3,4,3,4,3,4,2,4,2,4,2,4,5,3,3,3,5,3,4,3,0,,3,3,4,3,4,,,,12,,,,,,,,,,,,,2,3,3,4,2,1,4,Germany
210,5,5,5,4,3,4,3,4,3,4,3,0,,4,4,3,5,3,5,3,4,3,4,3,4,5,3,5,3,5,3,4,3,1,3,4,3,5,3,5,4,3,5,3,4,3,4,3,4,3,4,4,3,4,3,4,3,5,3,4,3,0,,4,1,1,4,3,4,4,1,4,2,5,3,4,2,4,2,,5,2,4,3,4,3,3,3,4,3,4,2,4,2,4,5,3,4,3,0,,4,3,0,,4,3,4,3,4,,,,12,,,,,,,,,,,,,2,3,3,3,1,1,3,Germany
211,5,5,5,4,3,4,3,4,3,5,3,0,,4,4,3,4,2,4,2,4,2,4,2,4,5,3,5,3,5,3,4,3,3,3,5,3,5,3,5,0,,0,,0,,0,,0,,,4,3,4,3,0,,5,3,0,,4,3,4,1,1,4,3,4,,1,4,3,5,3,,,3,3,4,5,3,4,3,4,3,0,,4,3,4,3,4,3,4,5,3,4,3,0,,4,3,0,,4,3,5,3,4,,,,12,,,,,,,,,,,,,2,3,4,2,,5,2,Germany
